Episode,Total Reward,Eval Avg Reward
111,-2.700000000000002,-2.480000000000013
112,-2.3000000000000016,-2.480000000000013
113,-2.800000000000002,-2.480000000000013
114,-2.5000000000000018,-2.480000000000013
115,-2.3000000000000016,-2.480000000000013
116,-2.600000000000002,-2.480000000000013
117,-2.3000000000000016,-2.480000000000013
118,-2.5000000000000018,-2.480000000000013
119,-2.600000000000002,-2.480000000000013
120,-2.4000000000000017,-2.480000000000013
121,-2.2000000000000015,-2.480000000000013
122,-2.5000000000000018,-2.480000000000013
123,-2.5000000000000018,-2.480000000000013
124,-2.2000000000000015,-2.480000000000013
125,-2.5000000000000018,-2.480000000000013
126,-2.1000000000000014,-2.480000000000013
127,-2.2000000000000015,-2.480000000000013
128,-2.700000000000002,-2.480000000000013
129,-2.3000000000000016,-2.480000000000013
130,-2.2000000000000015,-2.480000000000013
131,-2.2000000000000015,-2.480000000000013
132,-2.3000000000000016,-2.480000000000013
133,-2.4000000000000017,-2.480000000000013
134,-2.5000000000000018,-2.480000000000013
135,-2.3000000000000016,-2.480000000000013
136,-2.800000000000002,-2.480000000000013
137,-2.700000000000002,-2.480000000000013
138,-2.600000000000002,-2.480000000000013
139,-3.799999999999999,-2.480000000000013
140,-2.5000000000000018,-2.480000000000013
141,-3.9999999999999982,-2.480000000000013
142,-2.600000000000002,-2.480000000000013
143,-2.2000000000000015,-2.480000000000013
144,-2.3000000000000016,-2.480000000000013
145,-2.1000000000000014,-2.480000000000013
146,-2.3000000000000016,-2.480000000000013
147,-2.800000000000002,-2.480000000000013
148,-2.1000000000000014,-2.480000000000013
149,-2.2000000000000015,-2.480000000000013
150,-2.3000000000000016,-2.480000000000013
151,-2.700000000000002,-2.480000000000013
152,-2.3000000000000016,-2.480000000000013
153,-2.4000000000000017,-2.480000000000013
154,-2.5000000000000018,-2.480000000000013
155,-2.5000000000000018,-2.480000000000013
156,-2.4000000000000017,-2.480000000000013
157,-2.1000000000000014,-2.480000000000013
158,-2.4000000000000017,-2.480000000000013
159,-2.4000000000000017,-2.480000000000013
160,-2.3000000000000016,-2.480000000000013
161,-2.2000000000000015,-2.480000000000013
162,-2.900000000000002,-2.480000000000013
163,-2.4000000000000017,-2.480000000000013
164,-2.600000000000002,-2.480000000000013
165,-2.600000000000002,-2.480000000000013
166,-2.1000000000000014,-2.480000000000013
167,-2.3000000000000016,-2.480000000000013
168,-2.3000000000000016,-2.480000000000013
169,-2.3000000000000016,-2.480000000000013
170,-2.1000000000000014,-2.480000000000013
171,-2.800000000000002,-2.480000000000013
172,-2.2000000000000015,-2.480000000000013
173,-2.600000000000002,-2.480000000000013
174,-2.5000000000000018,-2.480000000000013
175,-2.1000000000000014,-2.480000000000013
176,-2.600000000000002,-2.480000000000013
177,-2.5000000000000018,-2.480000000000013
178,-2.600000000000002,-2.480000000000013
179,-2.700000000000002,-2.480000000000013
180,-2.3000000000000016,-2.480000000000013
181,-2.5000000000000018,-2.480000000000013
182,-2.1000000000000014,-2.480000000000013
183,-2.5000000000000018,-2.480000000000013
184,-2.800000000000002,-2.480000000000013
185,-2.2000000000000015,-2.480000000000013
186,-2.800000000000002,-2.480000000000013
187,-2.2000000000000015,-2.480000000000013
188,-2.4000000000000017,-2.480000000000013
189,-2.4000000000000017,-2.480000000000013
190,-2.700000000000002,-2.480000000000013
191,-2.5000000000000018,-2.480000000000013
192,-2.800000000000002,-2.480000000000013
193,-2.800000000000002,-2.480000000000013
194,-2.2000000000000015,-2.480000000000013
195,-2.1000000000000014,-2.480000000000013
196,-2.600000000000002,-2.480000000000013
197,-2.600000000000002,-2.480000000000013
198,-2.2000000000000015,-2.480000000000013
199,-2.800000000000002,-2.480000000000013
200,-2.3000000000000016,-2.480000000000013
201,-2.1000000000000014,-2.480000000000013
202,-2.2000000000000015,-2.480000000000013
203,-2.3000000000000016,-2.480000000000013
204,-2.700000000000002,-2.480000000000013
205,-2.800000000000002,-2.480000000000013
206,-3.200000000000001,-2.480000000000013
207,-2.600000000000002,-2.480000000000013
208,-2.800000000000002,-2.480000000000013
209,-2.3000000000000016,-2.480000000000013
210,-2.2000000000000015,-2.480000000000013
211,-2.700000000000002,-2.480000000000013
212,-2.1000000000000014,-2.480000000000013
213,-3.1000000000000014,-2.480000000000013
214,-2.600000000000002,-2.480000000000013
215,-2.5000000000000018,-2.480000000000013
216,-2.3000000000000016,-2.480000000000013
217,-2.700000000000002,-2.480000000000013
218,-2.2000000000000015,-2.480000000000013
219,-2.4000000000000017,-2.480000000000013
220,-2.5000000000000018,-2.480000000000013
221,-2.800000000000002,-2.480000000000013
222,-2.600000000000002,-2.480000000000013
223,-3.0000000000000018,-2.480000000000013
224,-2.2000000000000015,-2.480000000000013
225,-2.4000000000000017,-2.480000000000013
226,-2.2000000000000015,-2.480000000000013
227,-2.3000000000000016,-2.480000000000013
228,-2.3000000000000016,-2.480000000000013
229,-2.5000000000000018,-2.480000000000013
230,-2.800000000000002,-2.480000000000013
231,-2.4000000000000017,-2.480000000000013
232,-2.4000000000000017,-2.480000000000013
233,-2.4000000000000017,-2.480000000000013
234,-2.3000000000000016,-2.480000000000013
235,-2.1000000000000014,-2.480000000000013
236,-2.2000000000000015,-2.480000000000013
237,-2.3000000000000016,-2.480000000000013
238,-2.4000000000000017,-2.480000000000013
239,-2.4000000000000017,-2.480000000000013
240,-2.2000000000000015,-2.480000000000013
241,-2.3000000000000016,-2.480000000000013
242,-3.1000000000000014,-2.480000000000013
243,-3.0000000000000018,-2.480000000000013
244,-2.4000000000000017,-2.480000000000013
245,-2.3000000000000016,-2.480000000000013
246,-2.2000000000000015,-2.480000000000013
247,-2.800000000000002,-2.480000000000013
248,-2.700000000000002,-2.480000000000013
249,-2.600000000000002,-2.480000000000013
250,-2.3000000000000016,-2.480000000000013
251,-2.1000000000000014,-2.480000000000013
252,-2.700000000000002,-2.480000000000013
253,-2.3000000000000016,-2.480000000000013
254,-2.5000000000000018,-2.480000000000013
255,-2.3000000000000016,-2.480000000000013
256,-2.4000000000000017,-2.480000000000013
257,-2.2000000000000015,-2.480000000000013
258,-2.3000000000000016,-2.480000000000013
259,-2.4000000000000017,-2.480000000000013
260,-2.1000000000000014,-2.480000000000013
261,-2.5000000000000018,-2.480000000000013
262,-2.600000000000002,-2.480000000000013
263,-2.2000000000000015,-2.480000000000013
264,-2.800000000000002,-2.480000000000013
265,-2.600000000000002,-2.480000000000013
266,-2.800000000000002,-2.480000000000013
267,-2.4000000000000017,-2.480000000000013
268,-3.0000000000000018,-2.480000000000013
269,-2.3000000000000016,-2.480000000000013
270,-2.2000000000000015,-2.480000000000013
271,-2.3000000000000016,-2.480000000000013
272,-2.4000000000000017,-2.480000000000013
273,-2.3000000000000016,-2.480000000000013
274,-2.1000000000000014,-2.480000000000013
275,-2.900000000000002,-2.480000000000013
276,-2.3000000000000016,-2.480000000000013
277,-2.5000000000000018,-2.480000000000013
278,-2.2000000000000015,-2.480000000000013
279,-2.600000000000002,-2.480000000000013
280,-2.4000000000000017,-2.480000000000013
281,-2.5000000000000018,-2.480000000000013
282,-2.1000000000000014,-2.480000000000013
283,-2.3000000000000016,-2.480000000000013
284,-2.600000000000002,-2.480000000000013
285,-2.2000000000000015,-2.480000000000013
286,-2.4000000000000017,-2.480000000000013
287,-2.5000000000000018,-2.480000000000013
288,-2.5000000000000018,-2.480000000000013
289,-2.2000000000000015,-2.480000000000013
290,-2.4000000000000017,-2.480000000000013
291,-2.700000000000002,-2.480000000000013
292,-2.700000000000002,-2.480000000000013
293,-2.4000000000000017,-2.480000000000013
294,-3.1000000000000014,-2.480000000000013
295,-2.1000000000000014,-2.480000000000013
296,-2.5000000000000018,-2.480000000000013
297,-2.2000000000000015,-2.480000000000013
298,-2.4000000000000017,-2.480000000000013
299,-2.4000000000000017,-2.480000000000013
300,-2.700000000000002,-2.480000000000013
301,-2.700000000000002,-2.480000000000013
302,-2.3000000000000016,-2.480000000000013
303,-2.5000000000000018,-2.480000000000013
304,-2.800000000000002,-2.480000000000013
305,-2.4000000000000017,-2.480000000000013
306,-2.4000000000000017,-2.480000000000013
307,-2.4000000000000017,-2.480000000000013
308,-2.4000000000000017,-2.480000000000013
309,-2.600000000000002,-2.480000000000013
310,-2.3000000000000016,-2.480000000000013
311,-2.1000000000000014,-2.480000000000013
312,-2.900000000000002,-2.480000000000013
313,-2.800000000000002,-2.480000000000013
314,-2.700000000000002,-2.480000000000013
315,-3.1000000000000014,-2.480000000000013
316,-2.3000000000000016,-2.480000000000013
317,-2.600000000000002,-2.480000000000013
318,-2.2000000000000015,-2.480000000000013
319,-2.2000000000000015,-2.480000000000013
320,-2.4000000000000017,-2.480000000000013
321,-2.800000000000002,-2.480000000000013
322,-2.700000000000002,-2.480000000000013
323,-2.4000000000000017,-2.480000000000013
324,-2.3000000000000016,-2.480000000000013
325,-2.700000000000002,-2.480000000000013
326,-2.3000000000000016,-2.480000000000013
327,-2.5000000000000018,-2.480000000000013
328,-2.1000000000000014,-2.480000000000013
329,-2.600000000000002,-2.480000000000013
330,-2.5000000000000018,-2.480000000000013
331,-3.0000000000000018,-2.480000000000013
332,-2.2000000000000015,-2.480000000000013
333,-2.2000000000000015,-2.480000000000013
334,-2.3000000000000016,-2.480000000000013
335,-2.3000000000000016,-2.480000000000013
336,-2.600000000000002,-2.480000000000013
337,-2.2000000000000015,-2.480000000000013
338,-2.5000000000000018,-2.480000000000013
339,-2.700000000000002,-2.480000000000013
340,-2.1000000000000014,-2.480000000000013
341,-2.700000000000002,-2.480000000000013
342,-2.5000000000000018,-2.480000000000013
343,-2.4000000000000017,-2.480000000000013
344,-2.1000000000000014,-2.480000000000013
345,-2.800000000000002,-2.480000000000013
346,-2.5000000000000018,-2.480000000000013
347,-2.2000000000000015,-2.480000000000013
348,-2.2000000000000015,-2.480000000000013
349,-2.600000000000002,-2.480000000000013
350,-2.4000000000000017,-2.480000000000013
351,-2.600000000000002,-2.480000000000013
352,-2.2000000000000015,-2.480000000000013
353,-2.5000000000000018,-2.480000000000013
354,-2.600000000000002,-2.480000000000013
355,-2.600000000000002,-2.480000000000013
356,-2.3000000000000016,-2.480000000000013
357,-2.3000000000000016,-2.480000000000013
358,-2.5000000000000018,-2.480000000000013
359,-2.5000000000000018,-2.480000000000013
360,-2.600000000000002,-2.480000000000013
361,-2.3000000000000016,-2.480000000000013
362,-2.4000000000000017,-2.480000000000013
363,-2.4000000000000017,-2.480000000000013
364,-2.3000000000000016,-2.480000000000013
365,-2.3000000000000016,-2.480000000000013
366,-2.4000000000000017,-2.480000000000013
367,-2.800000000000002,-2.480000000000013
368,-2.600000000000002,-2.480000000000013
369,-2.600000000000002,-2.480000000000013
370,-2.3000000000000016,-2.480000000000013
371,-2.2000000000000015,-2.480000000000013
372,-2.3000000000000016,-2.480000000000013
373,-2.800000000000002,-2.480000000000013
374,-2.800000000000002,-2.480000000000013
375,-2.2000000000000015,-2.480000000000013
376,-2.4000000000000017,-2.480000000000013
377,-2.3000000000000016,-2.480000000000013
378,-3.0000000000000018,-2.480000000000013
379,-2.2000000000000015,-2.480000000000013
380,-2.700000000000002,-2.480000000000013
381,-2.4000000000000017,-2.480000000000013
382,-2.700000000000002,-2.480000000000013
383,-2.5000000000000018,-2.480000000000013
384,-2.3000000000000016,-2.480000000000013
385,-2.4000000000000017,-2.480000000000013
386,-3.3000000000000007,-2.480000000000013
387,-2.5000000000000018,-2.480000000000013
388,-2.2000000000000015,-2.480000000000013
389,-2.2000000000000015,-2.480000000000013
390,-2.700000000000002,-2.480000000000013
391,-2.700000000000002,-2.480000000000013
392,-2.4000000000000017,-2.480000000000013
393,-2.700000000000002,-2.480000000000013
394,-2.3000000000000016,-2.480000000000013
395,-2.5000000000000018,-2.480000000000013
396,-2.5000000000000018,-2.480000000000013
397,-2.4000000000000017,-2.480000000000013
398,-2.2000000000000015,-2.480000000000013
399,-2.4000000000000017,-2.480000000000013
400,-2.5000000000000018,-2.480000000000013
401,-2.4000000000000017,-2.480000000000013
402,-2.2000000000000015,-2.480000000000013
403,-2.5000000000000018,-2.480000000000013
404,-2.4000000000000017,-2.480000000000013
405,-2.3000000000000016,-2.480000000000013
406,-2.800000000000002,-2.480000000000013
407,-2.900000000000002,-2.480000000000013
408,-2.3000000000000016,-2.480000000000013
409,-2.600000000000002,-2.480000000000013
410,-2.4000000000000017,-2.480000000000013
411,-2.4000000000000017,-2.480000000000013
412,-2.3000000000000016,-2.480000000000013
413,-2.3000000000000016,-2.480000000000013
414,-3.1000000000000014,-2.480000000000013
415,-2.3000000000000016,-2.480000000000013
416,-3.0000000000000018,-2.480000000000013
417,-2.600000000000002,-2.480000000000013
418,-2.4000000000000017,-2.480000000000013
419,-2.1000000000000014,-2.480000000000013
420,-2.700000000000002,-2.480000000000013
421,-2.2000000000000015,-2.480000000000013
422,-2.2000000000000015,-2.480000000000013
423,-2.3000000000000016,-2.480000000000013
424,-2.600000000000002,-2.480000000000013
425,-2.600000000000002,-2.480000000000013
426,-2.800000000000002,-2.480000000000013
427,-2.5000000000000018,-2.480000000000013
428,-2.5000000000000018,-2.480000000000013
429,-2.4000000000000017,-2.480000000000013
430,-2.3000000000000016,-2.480000000000013
431,-2.2000000000000015,-2.480000000000013
432,-2.2000000000000015,-2.480000000000013
433,-2.5000000000000018,-2.480000000000013
434,-2.4000000000000017,-2.480000000000013
435,-2.5000000000000018,-2.480000000000013
436,-2.3000000000000016,-2.480000000000013
437,-2.4000000000000017,-2.480000000000013
438,-2.2000000000000015,-2.480000000000013
439,-2.800000000000002,-2.480000000000013
440,-2.700000000000002,-2.480000000000013
441,-2.600000000000002,-2.480000000000013
442,-2.5000000000000018,-2.480000000000013
443,-2.1000000000000014,-2.480000000000013
444,-2.4000000000000017,-2.480000000000013
445,-2.700000000000002,-2.480000000000013
446,-2.4000000000000017,-2.480000000000013
447,-2.5000000000000018,-2.480000000000013
448,-2.2000000000000015,-2.480000000000013
449,-2.4000000000000017,-2.480000000000013
450,-2.5000000000000018,-2.480000000000013
451,-2.4000000000000017,-2.480000000000013
452,-2.600000000000002,-2.480000000000013
453,-2.800000000000002,-2.480000000000013
454,-2.3000000000000016,-2.480000000000013
455,-2.700000000000002,-2.480000000000013
456,-2.4000000000000017,-2.480000000000013
457,-2.600000000000002,-2.480000000000013
458,-2.1000000000000014,-2.480000000000013
459,-2.5000000000000018,-2.480000000000013
460,-2.900000000000002,-2.480000000000013
461,-2.4000000000000017,-2.480000000000013
462,-2.3000000000000016,-2.480000000000013
463,-2.5000000000000018,-2.480000000000013
464,-2.3000000000000016,-2.480000000000013
465,-2.800000000000002,-2.480000000000013
466,-2.4000000000000017,-2.480000000000013
467,-2.4000000000000017,-2.480000000000013
468,-2.5000000000000018,-2.480000000000013
469,-3.3000000000000007,-2.480000000000013
470,-2.1000000000000014,-2.480000000000013
471,-2.700000000000002,-2.480000000000013
472,-2.4000000000000017,-2.480000000000013
473,-2.5000000000000018,-2.480000000000013
474,-2.5000000000000018,-2.480000000000013
475,-2.4000000000000017,-2.480000000000013
476,-2.4000000000000017,-2.480000000000013
477,-2.800000000000002,-2.480000000000013
478,-2.5000000000000018,-2.480000000000013
479,-3.3000000000000007,-2.480000000000013
480,-2.3000000000000016,-2.480000000000013
481,-2.4000000000000017,-2.480000000000013
482,-2.5000000000000018,-2.480000000000013
483,-2.700000000000002,-2.480000000000013
484,-2.1000000000000014,-2.480000000000013
485,-2.3000000000000016,-2.480000000000013
486,-2.700000000000002,-2.480000000000013
487,-3.0000000000000018,-2.480000000000013
488,-2.5000000000000018,-2.480000000000013
489,-2.3000000000000016,-2.480000000000013
490,-2.3000000000000016,-2.480000000000013
491,-2.1000000000000014,-2.480000000000013
492,-2.4000000000000017,-2.480000000000013
493,-2.4000000000000017,-2.480000000000013
494,-2.800000000000002,-2.480000000000013
495,-2.900000000000002,-2.480000000000013
496,-2.4000000000000017,-2.480000000000013
497,-2.4000000000000017,-2.480000000000013
498,-3.1000000000000014,-2.480000000000013
499,-2.600000000000002,-2.480000000000013
500,-2.3000000000000016,-2.480000000000013
